scenario,frame,robot_r,robot_c,goal_r,goal_c,force_r,force_c,dr,dc,time_ms,success,action,pedestrians_count,max_occupancy,coverage,is_in_corridor,fallback_triggered
CN-01,9,1,3,1,3,6.0,0.0,1,0,0.029499991796910763,True,ADVANCE,41,1909.105426138704,0.3878116343490305,False,False
CN-01,10,1,2,1,2,0.0,-6.0,0,-1,0.022599997464567423,True,ADVANCE,43,2040.3469142718386,0.443213296398892,False,False
CN-01,11,1,1,1,1,0.0,-6.0,0,-1,0.023200002033263445,True,ADVANCE,36,2271.220695048121,0.4986149584487534,False,False
CN-01,12,1,0,1,0,0.0,-6.0,0,-1,0.03659998765215278,True,ADVANCE,29,3042.044330841377,0.554016620498615,False,False
CN-01,13,2,0,2,0,6.0,0.0,1,0,0.0295999925583601,True,ADVANCE,31,1800.7374029168082,0.6094182825484765,False,False
CN-01,14,2,1,2,1,0.0,6.0,0,1,0.020599982235580683,True,ADVANCE,25,1441.9177913467624,0.6648199445983379,False,False
CN-01,15,2,2,2,2,0.0,6.0,0,1,0.0219999928958714,True,ADVANCE,36,2731.40519655833,0.7202216066481995,False,False
CN-01,16,2,3,2,3,0.0,6.0,0,1,0.01669995253905654,True,ADVANCE,33,2160.660702159038,0.775623268698061,False,False
CN-01,17,2,4,2,4,0.0,6.0,0,1,0.0377000542357564,True,ADVANCE,33,2158.495891509264,0.8310249307479225,False,False
CN-01,18,3,4,1,4,-6.0,0.0,1,0,0.026999972760677338,True,ADVANCE,42,2441.9177913467624,0.886426592797784,False,True
CN-01,19,3,3,3,3,0.0,-6.0,0,-1,0.01610000617802143,True,ADVANCE,28,2610.931106752829,0.9418282548476453,False,False
CN-01,20,3,2,3,2,0.0,-6.0,0,-1,0.0149000552482903,True,ADVANCE,41,2265.5286591748095,0.9972299168975068,False,False
CN-01,21,3,1,3,1,0.0,-6.0,0,-1,0.015400000847876072,True,ADVANCE,25,2953.54125855276,1.0526315789473684,False,False
CN-01,22,3,0,3,0,0.0,-6.0,0,-1,0.025800021830946207,True,ADVANCE,36,2464.528271044518,1.10803324099723,False,False
CN-01,23,4,0,4,0,6.0,0.0,1,0,0.019599974621087313,True,ADVANCE,34,2069.7661282977415,1.1634349030470914,False,False
CN-01,24,4,1,4,1,0.0,6.0,0,1,0.023200002033263445,True,ADVANCE,30,1464.7912562580013,1.218836565096953,False,False
CN-01,25,4,2,4,2,0.0,6.0,0,1,0.015900004655122757,True,ADVANCE,24,1879.2488661058899,1.2742382271468145,False,False
CN-01,26,4,3,4,3,0.0,6.0,0,1,0.01479999627918005,True,ADVANCE,29,1641.1803884299545,1.3296398891966759,False,False
CN-01,27,4,4,4,4,0.0,6.0,0,1,0.017200014553964138,True,ADVANCE,41,2747.1520331179104,1.3850415512465373,False,False
CN-01,28,4,5,4,5,0.0,6.0,0,1,0.014699995517730713,True,ADVANCE,35,2595.5687134721093,1.440443213296399,False,False
CN-01,29,3,5,3,5,-6.0,0.0,-1,0,0.014499993994832039,True,ADVANCE,26,1216.7360464437916,1.4958448753462603,False,False
CN-01,30,2,5,2,5,-6.0,0.0,-1,0,0.014299992471933365,True,ADVANCE,42,2022.873464911239,1.551246537396122,False,False
CN-01,31,2,6,2,6,0.0,6.0,0,1,0.014999997802078724,True,ADVANCE,27,2000.0,1.6066481994459834,False,False
CN-01,32,3,6,1,6,-6.0,0.0,1,0,0.02340000355616212,True,ADVANCE,30,1601.474805833616,1.662049861495845,True,True
CN-01,33,3,7,3,7,0.0,6.0,0,1,0.023300002794712782,True,ADVANCE,21,1211.8496934239954,1.7174515235457064,False,False
CN-01,34,2,7,2,7,-6.0,0.0,-1,0,0.01999997766688466,True,ADVANCE,37,2000.0,1.772853185595568,False,False
CN-01,35,1,7,1,7,-6.0,0.0,-1,0,0.014999997802078724,True,ADVANCE,35,1749.5484116518503,1.8282548476454294,False,False
CN-01,36,0,7,0,7,-6.0,0.0,-1,0,0.013899989426136017,True,ADVANCE,32,2080.0044664803395,1.8836565096952906,False,False
CN-01,37,0,6,0,6,0.0,-6.0,0,-1,0.03530003596097231,True,ADVANCE,37,1875.9035467651888,1.9390581717451523,False,False
CN-01,38,1,6,1,6,6.0,0.0,1,0,0.016600009985268116,True,ADVANCE,32,2169.013315406066,1.9944598337950137,False,False
CN-01,39,1,7,1,4,0.0,-10.0,0,1,0.05420000525191426,True,ADVANCE,40,2134.3793977375985,1.9944598337950137,False,True
CN-01,40,1,8,1,8,0.0,6.0,0,1,0.016600009985268116,True,ADVANCE,38,1993.2468411490988,2.0498614958448753,False,False
CN-01,41,0,8,0,8,-6.0,0.0,-1,0,0.015400000847876072,True,ADVANCE,32,2191.466202998613,2.1052631578947367,False,False
CN-01,42,0,9,0,9,0.0,6.0,0,1,0.015600002370774746,True,ADVANCE,36,1936.0726861534208,2.160664819944598,False,False
CN-01,43,0,10,0,10,0.0,6.0,0,1,0.026399968191981316,True,ADVANCE,34,2211.8496934239956,2.21606648199446,False,False
CN-01,44,0,11,0,11,0.0,6.0,0,1,0.017700018361210823,True,ADVANCE,37,2641.1803884299543,2.2714681440443214,False,False
CN-01,45,0,11,0,12,0.0,6.0,0,0,0.01969997538253665,False,WAIT,35,2187.627962173755,2.2714681440443214,True,True
CN-01,46,1,11,0,12,0.0,6.0,1,0,0.0591999851167202,True,ADVANCE,40,1930.6677936415217,2.326869806094183,False,True
CN-01,47,1,10,1,10,0.0,-6.0,0,-1,0.01680001150816679,True,ADVANCE,24,1211.8496934239954,2.3822714681440442,False,False
CN-01,48,1,9,1,9,0.0,-6.0,0,-1,0.015500001609325409,True,ADVANCE,33,1800.7374029168082,2.437673130193906,False,False
CN-01,49,2,9,2,9,6.0,0.0,1,0,0.015300000086426735,True,ADVANCE,32,2129.9303907247136,2.4930747922437675,False,False
CN-01,50,2,8,2,8,0.0,-6.0,0,-1,0.015199999324977398,True,ADVANCE,34,2181.6004117468697,2.548476454293629,False,False
CN-01,51,2,8,3,8,6.0,0.0,0,0,0.018000020645558834,False,WAIT,31,1800.7374029168082,2.548476454293629,True,True
CN-01,52,3,8,3,8,6.0,0.0,1,0,0.015300000086426735,True,ADVANCE,31,2138.7361780545602,2.6038781163434903,False,False
CN-01,53,3,9,3,9,0.0,6.0,0,1,0.02589996438473463,True,ADVANCE,35,1871.345720742684,2.6592797783933517,False,False
CN-01,54,3,9,3,10,0.0,6.0,0,0,0.020199979189783335,False,WAIT,33,2464.528271044518,2.6592797783933517,True,True
CN-01,55,4,9,3,10,0.0,6.0,1,0,0.02269999822601676,True,ADVANCE,35,2941.8568041785975,2.714681440443213,False,True
CN-01,56,4,8,4,8,0.0,-6.0,0,-1,0.034400029107928276,True,ADVANCE,26,1969.750718322874,2.7700831024930745,False,False
CN-01,57,4,7,4,7,0.0,-6.0,0,-1,0.030700000934302807,True,ADVANCE,24,1658.385975615811,2.8254847645429364,False,False
CN-01,58,4,6,4,6,0.0,-6.0,0,-1,0.016300007700920105,True,ADVANCE,32,1749.5484116518503,2.880886426592798,False,False
CN-01,59,5,6,5,6,6.0,0.0,1,0,0.017900019884109497,True,ADVANCE,35,2211.8496934239956,2.936288088642659,False,False
CN-01,60,5,5,5,5,0.0,-6.0,0,-1,0.015199999324977398,True,ADVANCE,34,2403.1466249744826,2.9916897506925206,False,False
CN-01,61,5,4,5,4,0.0,-6.0,0,-1,0.01479999627918005,True,ADVANCE,32,1853.03008185395,3.0470914127423825,False,False
CN-01,62,6,4,6,4,6.0,0.0,1,0,0.014700053725391626,True,ADVANCE,40,2774.9371282525676,3.102493074792244,False,False
CN-01,63,6,5,6,3,0.0,-6.0,0,1,0.0363999861292541,True,ADVANCE,42,2242.6551942635706,3.1578947368421053,False,True
CN-01,64,6,6,6,6,0.0,6.0,0,1,0.03270001616328955,True,ADVANCE,32,2191.466202998613,3.2132963988919667,False,False
CN-01,65,6,7,6,7,0.0,6.0,0,1,0.015900004655122757,True,ADVANCE,25,1470.483292131313,3.2686980609418286,False,False
CN-01,66,5,7,5,7,-6.0,0.0,-1,0,0.014999997802078724,True,ADVANCE,26,1459.123378532619,3.32409972299169,False,False
CN-01,67,5,8,5,8,0.0,6.0,0,1,0.015300000086426735,True,ADVANCE,45,3282.3607768599086,3.3795013850415514,False,False
CN-01,68,6,8,5,9,0.0,6.0,1,0,0.02269999822601676,True,ADVANCE,34,1641.1803884299545,3.434903047091413,True,True
CN-01,69,6,9,6,9,0.0,6.0,0,1,0.015199999324977398,True,ADVANCE,32,2030.902735229538,3.4903047091412747,False,False
CN-01,70,5,9,5,9,-6.0,0.0,-1,0,0.01409999094903469,True,ADVANCE,26,1709.8428290555119,3.545706371191136,False,False
CN-01,71,5,10,5,10,0.0,6.0,0,1,0.015199999324977398,True,ADVANCE,30,1664.6573999864268,3.6011080332409975,False,False
CN-01,72,4,10,4,10,-6.0,0.0,-1,0,0.013999990187585354,True,ADVANCE,35,2696.8183867077973,3.656509695290859,False,False
CN-01,73,3,10,3,10,-6.0,0.0,-1,0,0.014300050679594278,True,ADVANCE,21,1749.5484116518503,3.71191135734072,False,False
CN-01,74,2,10,2,10,-6.0,0.0,-1,0,0.09359995601698756,True,ADVANCE,46,2562.242610608135,3.7673130193905813,False,False
CN-01,75,2,11,2,11,0.0,6.0,0,1,0.032100011594593525,True,ADVANCE,30,2147.078911693634,3.822714681440443,False,False
CN-01,76,2,12,2,12,0.0,6.0,0,1,0.0171000137925148,True,ADVANCE,31,1657.112804111459,3.8781163434903045,False,False
CN-01,77,1,12,1,12,-6.0,0.0,-1,0,0.01580000389367342,True,ADVANCE,40,2823.610867828047,3.933518005540166,False,False
CN-01,78,1,12,0,12,-6.0,0.0,0,0,0.020900042727589607,False,WAIT,39,3008.7865351862915,3.933518005540166,True,True
CN-01,79,0,12,0,12,-6.0,0.0,-1,0,0.016600009985268116,True,ADVANCE,33,1819.0530418055423,3.9889196675900274,False,False
CN-01,80,0,13,0,13,0.0,6.0,0,1,0.0173999578692019,True,ADVANCE,34,1800.7374029168082,4.044321329639889,False,False
CN-01,81,0,14,0,14,0.0,6.0,0,1,0.015199999324977398,True,ADVANCE,32,2026.011374515703,4.099722991689751,False,False
CN-01,82,0,15,0,15,0.0,6.0,0,1,0.015300000086426735,True,ADVANCE,23,1936.0726861534208,4.1551246537396125,False,False
CN-01,83,0,16,0,16,0.0,6.0,0,1,0.06710004527121782,True,ADVANCE,40,2277.0093024183475,4.2105263157894735,False,False
CN-01,84,0,17,0,17,0.0,6.0,0,1,0.023800006601959467,True,ADVANCE,41,2129.9303907247136,4.265927977839335,False,False
CN-01,85,0,18,0,18,0.0,6.0,0,1,0.015300000086426735,True,ADVANCE,40,2271.6044099064484,4.321329639889196,False,False
CN-01,86,0,19,0,19,0.0,6.0,0,1,0.014899997040629387,True,ADVANCE,30,2129.9303907247136,4.376731301939058,False,False
CN-01,87,0,18,1,19,6.0,0.0,0,-1,0.030199997127056122,True,ADVANCE,31,2819.0530418055423,4.376731301939058,True,True
CN-01,88,1,18,1,18,6.0,0.0,1,0,0.015099998563528061,True,ADVANCE,40,2240.415194208546,4.43213296398892,False,False
CN-01,89,1,19,1,19,0.0,6.0,0,1,0.019000028260052204,True,ADVANCE,42,2264.4777815547905,4.487534626038781,False,False
CN-01,90,1,20,1,20,0.0,6.0,0,1,0.015200057532638311,True,ADVANCE,32,1812.4810313738294,4.542936288088643,False,False
CN-01,91,1,21,1,21,0.0,6.0,0,1,0.015199999324977398,True,ADVANCE,26,1782.8544076116893,4.598337950138505,False,False
CN-01,92,0,21,0,21,-6.0,0.0,-1,0,0.01650000922381878,True,ADVANCE,36,2389.7341059572045,4.653739612188366,False,False
CN-01,93,0,22,0,22,0.0,6.0,0,1,0.023200002033263445,True,ADVANCE,39,2260.9708331523047,4.7091412742382275,False,False
CN-01,94,0,23,0,23,0.0,6.0,0,1,0.019099970813840628,True,ADVANCE,30,2375.855714923734,4.7645429362880884,False,False
CN-01,95,0,24,0,24,0.0,6.0,0,1,0.016400008462369442,True,ADVANCE,36,2141.674019181735,4.81994459833795,True,False
CN-01,96,0,25,0,25,0.0,6.0,0,1,0.0173999578692019,True,ADVANCE,35,2261.785670860652,4.875346260387812,False,False
CN-01,97,0,26,0,26,0.0,6.0,0,1,0.018300022929906845,True,ADVANCE,34,1909.105426138704,4.930747922437673,False,False
CN-01,98,0,27,0,27,0.0,6.0,0,1,0.014699995517730713,True,ADVANCE,34,2182.2230696618553,4.986149584487535,False,False
CN-01,99,0,28,0,28,0.0,6.0,0,1,0.013699987903237343,True,ADVANCE,29,1800.7374029168082,5.041551246537397,False,False
